address,annotations,bio
25 شارع شجرة الدر متفرع من شارع الجامع الازهر بجوار المدرسة عمارة الياسمين الدور السابع شقة 39 سيدي جابر الدقهلية,"{""CITY"": ""الدقهلية"", ""AREA"": ""سيدي جابر"", ""NUM_STREET"": ""25"", ""MAIN_STREET"": ""الجامع الازهر"", ""STREET"": ""شجرة الدر"", ""LANDMARK"": ""المدرسة"", ""BUILDING"": ""الياسمين"", ""FLOOR"": ""السابع"", ""APARTMENT"": ""39""}","[[""25"", ""B-NUM_STREET""], [""شارع"", ""O""], [""شجرة"", ""B-STREET""], [""الدر"", ""I-STREET""], [""متفرع"", ""O""], [""من"", ""O""], [""شارع"", ""O""], [""الجامع"", ""B-MAIN_STREET""], [""الازهر"", ""I-MAIN_STREET""], [""بجوار"", ""O""], [""المدرسة"", ""B-LANDMARK""], [""عمارة"", ""O""], [""الياسمين"", ""B-BUILDING""], [""الدور"", ""O""], [""السابع"", ""B-FLOOR""], [""شقة"", ""O""], [""39"", ""B-APARTMENT""], [""سيدي"", ""B-AREA""], [""جابر"", ""I-AREA""], [""الدقهلية"", ""B-CITY""]]"
92 شارع الامل بجوار المدرسة برج القاهرة الدور العاشر شقة 45 وسط البلد الغربية,"{""CITY"": ""الغربية"", ""AREA"": ""وسط البلد"", ""NUM_STREET"": ""92"", ""STREET"": ""الامل"", ""LANDMARK"": ""المدرسة"", ""BUILDING"": ""برج القاهرة"", ""FLOOR"": ""العاشر"", ""APARTMENT"": ""45""}","[[""92"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الامل"", ""B-STREET""], [""بجوار"", ""O""], [""المدرسة"", ""B-LANDMARK""], [""برج"", ""B-BUILDING""], [""القاهرة"", ""I-BUILDING""], [""الدور"", ""O""], [""العاشر"", ""B-FLOOR""], [""شقة"", ""O""], [""45"", ""B-APARTMENT""], [""وسط"", ""B-AREA""], [""البلد"", ""I-AREA""], [""الغربية"", ""B-CITY""]]"
34 شارع المنوفية امام المسجد عمارة الامل الدور الثاني شقة 16 محطة الرمل الجيزة,"{""CITY"": ""الجيزة"", ""AREA"": ""محطة الرمل"", ""NUM_STREET"": ""34"", ""STREET"": ""المنوفية"", ""LANDMARK"": ""المسجد"", ""BUILDING"": ""الامل"", ""FLOOR"": ""الثاني"", ""APARTMENT"": ""16""}","[[""34"", ""B-NUM_STREET""], [""شارع"", ""O""], [""المنوفية"", ""B-STREET""], [""امام"", ""O""], [""المسجد"", ""B-LANDMARK""], [""عمارة"", ""O""], [""الامل"", ""B-BUILDING""], [""الدور"", ""O""], [""الثاني"", ""B-FLOOR""], [""شقة"", ""O""], [""16"", ""B-APARTMENT""], [""محطة"", ""B-AREA""], [""الرمل"", ""I-AREA""], [""الجيزة"", ""B-CITY""]]"
17 شارع التضامن متفرع من شارع الاستقلال اعلى المحل برج القاهرة الدور الثاني شقة 44 الزمالك الدقهلية,"{""CITY"": ""الدقهلية"", ""AREA"": ""الزمالك"", ""NUM_STREET"": ""17"", ""MAIN_STREET"": ""الاستقلال"", ""STREET"": ""التضامن"", ""LANDMARK"": ""المحل"", ""BUILDING"": ""برج القاهرة"", ""FLOOR"": ""الثاني"", ""APARTMENT"": ""44""}","[[""17"", ""B-NUM_STREET""], [""شارع"", ""O""], [""التضامن"", ""B-STREET""], [""متفرع"", ""O""], [""من"", ""O""], [""شارع"", ""O""], [""الاستقلال"", ""B-MAIN_STREET""], [""اعلى"", ""O""], [""المحل"", ""B-LANDMARK""], [""برج"", ""B-BUILDING""], [""القاهرة"", ""I-BUILDING""], [""الدور"", ""O""], [""الثاني"", ""B-FLOOR""], [""شقة"", ""O""], [""44"", ""B-APARTMENT""], [""الزمالك"", ""B-AREA""], [""الدقهلية"", ""B-CITY""]]"
191 شارع الشعراوى بجوار الحديقة عمارة الامل شقة 28 الزقازيق المنوفية,"{""CITY"": ""المنوفية"", ""AREA"": ""الزقازيق"", ""NUM_STREET"": ""191"", ""STREET"": ""الشعراوى"", ""LANDMARK"": ""الحديقة"", ""BUILDING"": ""الامل"", ""APARTMENT"": ""28""}","[[""191"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الشعراوى"", ""B-STREET""], [""بجوار"", ""O""], [""الحديقة"", ""B-LANDMARK""], [""عمارة"", ""O""], [""الامل"", ""B-BUILDING""], [""شقة"", ""O""], [""28"", ""B-APARTMENT""], [""الزقازيق"", ""B-AREA""], [""المنوفية"", ""B-CITY""]]"
28 شارع الشعراوى متفرع من شارع الوحدة اعلى المطعم برج النهضة الدور الأول شقة 1 السيدة زينب المنوفية,"{""CITY"": ""المنوفية"", ""AREA"": ""السيدة زينب"", ""NUM_STREET"": ""28"", ""MAIN_STREET"": ""الوحدة"", ""STREET"": ""الشعراوى"", ""LANDMARK"": ""المطعم"", ""BUILDING"": ""برج النهضة"", ""FLOOR"": ""الأول"", ""APARTMENT"": ""1""}","[[""28"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الشعراوى"", ""B-STREET""], [""متفرع"", ""O""], [""من"", ""O""], [""شارع"", ""O""], [""الوحدة"", ""B-MAIN_STREET""], [""اعلى"", ""O""], [""المطعم"", ""B-LANDMARK""], [""برج"", ""B-BUILDING""], [""النهضة"", ""I-BUILDING""], [""الدور"", ""O""], [""الأول"", ""B-FLOOR""], [""شقة"", ""O""], [""1"", ""B-APARTMENT""], [""السيدة"", ""B-AREA""], [""زينب"", ""I-AREA""], [""المنوفية"", ""B-CITY""]]"
53 شارع الشعراوى متفرع من شارع صلاح الدين امام المول الدور الخامس شقة 35 الهرم الغربية,"{""CITY"": ""الغربية"", ""AREA"": ""الهرم"", ""NUM_STREET"": ""53"", ""MAIN_STREET"": ""صلاح الدين"", ""STREET"": ""الشعراوى"", ""LANDMARK"": ""المول"", ""FLOOR"": ""الخامس"", ""APARTMENT"": ""35""}","[[""53"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الشعراوى"", ""B-STREET""], [""متفرع"", ""O""], [""من"", ""O""], [""شارع"", ""O""], [""صلاح"", ""B-MAIN_STREET""], [""الدين"", ""I-MAIN_STREET""], [""امام"", ""O""], [""المول"", ""B-LANDMARK""], [""الدور"", ""O""], [""الخامس"", ""B-FLOOR""], [""شقة"", ""O""], [""35"", ""B-APARTMENT""], [""الهرم"", ""B-AREA""], [""الغربية"", ""B-CITY""]]"
186 شارع الشهداء بجوار المركز الطبى عمارة الربيع الدور السادس شقة 11 التجمع الخامس الدقهلية,"{""CITY"": ""الدقهلية"", ""AREA"": ""التجمع الخامس"", ""NUM_STREET"": ""186"", ""STREET"": ""الشهداء"", ""LANDMARK"": ""المركز الطبى"", ""BUILDING"": ""الربيع"", ""FLOOR"": ""السادس"", ""APARTMENT"": ""11""}","[[""186"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الشهداء"", ""B-STREET""], [""بجوار"", ""O""], [""المركز"", ""B-LANDMARK""], [""الطبى"", ""I-LANDMARK""], [""عمارة"", ""O""], [""الربيع"", ""B-BUILDING""], [""الدور"", ""O""], [""السادس"", ""B-FLOOR""], [""شقة"", ""O""], [""11"", ""B-APARTMENT""], [""التجمع"", ""B-AREA""], [""الخامس"", ""I-AREA""], [""الدقهلية"", ""B-CITY""]]"
23 شارع ابن رشد عمارة الربيع شقة 20 الزيتون الدقهلية,"{""CITY"": ""الدقهلية"", ""AREA"": ""الزيتون"", ""NUM_STREET"": ""23"", ""STREET"": ""ابن رشد"", ""BUILDING"": ""الربيع"", ""APARTMENT"": ""20""}","[[""23"", ""B-NUM_STREET""], [""شارع"", ""O""], [""ابن"", ""B-STREET""], [""رشد"", ""I-STREET""], [""عمارة"", ""O""], [""الربيع"", ""B-BUILDING""], [""شقة"", ""O""], [""20"", ""B-APARTMENT""], [""الزيتون"", ""B-AREA""], [""الدقهلية"", ""B-CITY""]]"
156 شارع ابن خلدون اعلى المحل برج الفردوس الدور الرابع شقة 33 سيدى بشر المنوفية,"{""CITY"": ""المنوفية"", ""AREA"": ""سيدى بشر"", ""NUM_STREET"": ""156"", ""STREET"": ""ابن خلدون"", ""LANDMARK"": ""المحل"", ""BUILDING"": ""برج الفردوس"", ""FLOOR"": ""الرابع"", ""APARTMENT"": ""33""}","[[""156"", ""B-NUM_STREET""], [""شارع"", ""O""], [""ابن"", ""B-STREET""], [""خلدون"", ""I-STREET""], [""اعلى"", ""O""], [""المحل"", ""B-LANDMARK""], [""برج"", ""B-BUILDING""], [""الفردوس"", ""I-BUILDING""], [""الدور"", ""O""], [""الرابع"", ""B-FLOOR""], [""شقة"", ""O""], [""33"", ""B-APARTMENT""], [""سيدى"", ""B-AREA""], [""بشر"", ""I-AREA""], [""المنوفية"", ""B-CITY""]]"
شارع صلاح الدين بجوار النادى عمارة الشروق الدور الثالث شقة 5 وسط البلد الغربية,"{""CITY"": ""الغربية"", ""AREA"": ""وسط البلد"", ""STREET"": ""صلاح الدين"", ""LANDMARK"": ""النادى"", ""BUILDING"": ""الشروق"", ""FLOOR"": ""الثالث"", ""APARTMENT"": ""5""}","[[""شارع"", ""O""], [""صلاح"", ""B-STREET""], [""الدين"", ""I-STREET""], [""بجوار"", ""O""], [""النادى"", ""B-LANDMARK""], [""عمارة"", ""O""], [""الشروق"", ""B-BUILDING""], [""الدور"", ""O""], [""الثالث"", ""B-FLOOR""], [""شقة"", ""O""], [""5"", ""B-APARTMENT""], [""وسط"", ""B-AREA""], [""البلد"", ""I-AREA""], [""الغربية"", ""B-CITY""]]"
138 شارع القلعة ابراج الزمالك الدور العاشر شقة 23 مدينة نصر الإسكندرية,"{""CITY"": ""الإسكندرية"", ""AREA"": ""مدينة نصر"", ""NUM_STREET"": ""138"", ""STREET"": ""القلعة"", ""BUILDING"": ""ابراج الزمالك"", ""FLOOR"": ""العاشر"", ""APARTMENT"": ""23""}","[[""138"", ""B-NUM_STREET""], [""شارع"", ""O""], [""القلعة"", ""B-STREET""], [""ابراج"", ""B-BUILDING""], [""الزمالك"", ""I-BUILDING""], [""الدور"", ""O""], [""العاشر"", ""B-FLOOR""], [""شقة"", ""O""], [""23"", ""B-APARTMENT""], [""مدينة"", ""B-AREA""], [""نصر"", ""I-AREA""], [""الإسكندرية"", ""B-CITY""]]"
193 شارع الفيوم اعلى المحل عمارة الشروق الدور العاشر شقة 48 عين شمس الجيزة,"{""CITY"": ""الجيزة"", ""AREA"": ""عين شمس"", ""NUM_STREET"": ""193"", ""STREET"": ""الفيوم"", ""LANDMARK"": ""المحل"", ""BUILDING"": ""الشروق"", ""FLOOR"": ""العاشر"", ""APARTMENT"": ""48""}","[[""193"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الفيوم"", ""B-STREET""], [""اعلى"", ""O""], [""المحل"", ""B-LANDMARK""], [""عمارة"", ""O""], [""الشروق"", ""B-BUILDING""], [""الدور"", ""O""], [""العاشر"", ""B-FLOOR""], [""شقة"", ""O""], [""48"", ""B-APARTMENT""], [""عين"", ""B-AREA""], [""شمس"", ""I-AREA""], [""الجيزة"", ""B-CITY""]]"
72 شارع القلعة بجوار البنك الاهلى عمارة الربيع الدور الأول شقة 4 عين شمس الغربية,"{""CITY"": ""الغربية"", ""AREA"": ""عين شمس"", ""NUM_STREET"": ""72"", ""STREET"": ""القلعة"", ""LANDMARK"": ""البنك الاهلى"", ""BUILDING"": ""الربيع"", ""FLOOR"": ""الأول"", ""APARTMENT"": ""4""}","[[""72"", ""B-NUM_STREET""], [""شارع"", ""O""], [""القلعة"", ""B-STREET""], [""بجوار"", ""O""], [""البنك"", ""B-LANDMARK""], [""الاهلى"", ""I-LANDMARK""], [""عمارة"", ""O""], [""الربيع"", ""B-BUILDING""], [""الدور"", ""O""], [""الأول"", ""B-FLOOR""], [""شقة"", ""O""], [""4"", ""B-APARTMENT""], [""عين"", ""B-AREA""], [""شمس"", ""I-AREA""], [""الغربية"", ""B-CITY""]]"
شارع الامل عمارة السلام الدور الرابع شقة 12 الدقى الجيزة,"{""CITY"": ""الجيزة"", ""AREA"": ""الدقى"", ""STREET"": ""الامل"", ""BUILDING"": ""السلام"", ""FLOOR"": ""الرابع"", ""APARTMENT"": ""12""}","[[""شارع"", ""O""], [""الامل"", ""B-STREET""], [""عمارة"", ""O""], [""السلام"", ""B-BUILDING""], [""الدور"", ""O""], [""الرابع"", ""B-FLOOR""], [""شقة"", ""O""], [""12"", ""B-APARTMENT""], [""الدقى"", ""B-AREA""], [""الجيزة"", ""B-CITY""]]"
120 شارع المقريزى متفرع من شارع الجامع الازهر امام المستشفى برج الفردوس الدور الرابع شقة 25 مدينة نصر الدقهلية,"{""CITY"": ""الدقهلية"", ""AREA"": ""مدينة نصر"", ""NUM_STREET"": ""120"", ""MAIN_STREET"": ""الجامع الازهر"", ""STREET"": ""المقريزى"", ""LANDMARK"": ""المستشفى"", ""BUILDING"": ""برج الفردوس"", ""FLOOR"": ""الرابع"", ""APARTMENT"": ""25""}","[[""120"", ""B-NUM_STREET""], [""شارع"", ""O""], [""المقريزى"", ""B-STREET""], [""متفرع"", ""O""], [""من"", ""O""], [""شارع"", ""O""], [""الجامع"", ""B-MAIN_STREET""], [""الازهر"", ""I-MAIN_STREET""], [""امام"", ""O""], [""المستشفى"", ""B-LANDMARK""], [""برج"", ""B-BUILDING""], [""الفردوس"", ""I-BUILDING""], [""الدور"", ""O""], [""الرابع"", ""B-FLOOR""], [""شقة"", ""O""], [""25"", ""B-APARTMENT""], [""مدينة"", ""B-AREA""], [""نصر"", ""I-AREA""], [""الدقهلية"", ""B-CITY""]]"
176 شارع المنوفية امام المسجد عمارة السلام الدور الرابع شقة 33 محطة الرمل الدقهلية,"{""CITY"": ""الدقهلية"", ""AREA"": ""محطة الرمل"", ""NUM_STREET"": ""176"", ""STREET"": ""المنوفية"", ""LANDMARK"": ""المسجد"", ""BUILDING"": ""السلام"", ""FLOOR"": ""الرابع"", ""APARTMENT"": ""33""}","[[""176"", ""B-NUM_STREET""], [""شارع"", ""O""], [""المنوفية"", ""B-STREET""], [""امام"", ""O""], [""المسجد"", ""B-LANDMARK""], [""عمارة"", ""O""], [""السلام"", ""B-BUILDING""], [""الدور"", ""O""], [""الرابع"", ""B-FLOOR""], [""شقة"", ""O""], [""33"", ""B-APARTMENT""], [""محطة"", ""B-AREA""], [""الرمل"", ""I-AREA""], [""الدقهلية"", ""B-CITY""]]"
شارع الوحدة بجوار الكافيه برج الفردوس الدور الخامس شقة 10 السيدة زينب الجيزة,"{""CITY"": ""الجيزة"", ""AREA"": ""السيدة زينب"", ""STREET"": ""الوحدة"", ""LANDMARK"": ""الكافيه"", ""BUILDING"": ""برج الفردوس"", ""FLOOR"": ""الخامس"", ""APARTMENT"": ""10""}","[[""شارع"", ""O""], [""الوحدة"", ""B-STREET""], [""بجوار"", ""O""], [""الكافيه"", ""B-LANDMARK""], [""برج"", ""B-BUILDING""], [""الفردوس"", ""I-BUILDING""], [""الدور"", ""O""], [""الخامس"", ""B-FLOOR""], [""شقة"", ""O""], [""10"", ""B-APARTMENT""], [""السيدة"", ""B-AREA""], [""زينب"", ""I-AREA""], [""الجيزة"", ""B-CITY""]]"
52 شارع الفاتح اعلى البنك برج النهضة شقة 32 المعادى الغربية,"{""CITY"": ""الغربية"", ""AREA"": ""المعادى"", ""NUM_STREET"": ""52"", ""STREET"": ""الفاتح"", ""LANDMARK"": ""البنك"", ""BUILDING"": ""برج النهضة"", ""APARTMENT"": ""32""}","[[""52"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الفاتح"", ""B-STREET""], [""اعلى"", ""O""], [""البنك"", ""B-LANDMARK""], [""برج"", ""B-BUILDING""], [""النهضة"", ""I-BUILDING""], [""شقة"", ""O""], [""32"", ""B-APARTMENT""], [""المعادى"", ""B-AREA""], [""الغربية"", ""B-CITY""]]"
شارع الجيش متفرع من شارع ابن خلدون بجوار المركز الطبى عمارة الربيع الدور الثالث شقة 22 الدقى الغربية,"{""CITY"": ""الغربية"", ""AREA"": ""الدقى"", ""MAIN_STREET"": ""ابن خلدون"", ""STREET"": ""الجيش"", ""LANDMARK"": ""المركز الطبى"", ""BUILDING"": ""الربيع"", ""FLOOR"": ""الثالث"", ""APARTMENT"": ""22""}","[[""شارع"", ""O""], [""الجيش"", ""B-STREET""], [""متفرع"", ""O""], [""من"", ""O""], [""شارع"", ""O""], [""ابن"", ""B-MAIN_STREET""], [""خلدون"", ""I-MAIN_STREET""], [""بجوار"", ""O""], [""المركز"", ""B-LANDMARK""], [""الطبى"", ""I-LANDMARK""], [""عمارة"", ""O""], [""الربيع"", ""B-BUILDING""], [""الدور"", ""O""], [""الثالث"", ""B-FLOOR""], [""شقة"", ""O""], [""22"", ""B-APARTMENT""], [""الدقى"", ""B-AREA""], [""الغربية"", ""B-CITY""]]"
76 شارع القلعة بجوار السوبر ماركت برج المعادى الدور الثاني شقة 31 المهندسين الغربية,"{""CITY"": ""الغربية"", ""AREA"": ""المهندسين"", ""NUM_STREET"": ""76"", ""STREET"": ""القلعة"", ""LANDMARK"": ""السوبر ماركت"", ""BUILDING"": ""برج المعادى"", ""FLOOR"": ""الثاني"", ""APARTMENT"": ""31""}","[[""76"", ""B-NUM_STREET""], [""شارع"", ""O""], [""القلعة"", ""B-STREET""], [""بجوار"", ""O""], [""السوبر"", ""B-LANDMARK""], [""ماركت"", ""I-LANDMARK""], [""برج"", ""B-BUILDING""], [""المعادى"", ""I-BUILDING""], [""الدور"", ""O""], [""الثاني"", ""B-FLOOR""], [""شقة"", ""O""], [""31"", ""B-APARTMENT""], [""المهندسين"", ""B-AREA""], [""الغربية"", ""B-CITY""]]"
24 شارع ابن طولون امام المسجد الدور الرابع شقة 27 المنصورة المنوفية,"{""CITY"": ""المنوفية"", ""AREA"": ""المنصورة"", ""NUM_STREET"": ""24"", ""STREET"": ""ابن طولون"", ""LANDMARK"": ""المسجد"", ""FLOOR"": ""الرابع"", ""APARTMENT"": ""27""}","[[""24"", ""B-NUM_STREET""], [""شارع"", ""O""], [""ابن"", ""B-STREET""], [""طولون"", ""I-STREET""], [""امام"", ""O""], [""المسجد"", ""B-LANDMARK""], [""الدور"", ""O""], [""الرابع"", ""B-FLOOR""], [""شقة"", ""O""], [""27"", ""B-APARTMENT""], [""المنصورة"", ""B-AREA""], [""المنوفية"", ""B-CITY""]]"
شارع المعز بجوار الكافيه الدور التاسع شقة 22 بنها الغربية,"{""CITY"": ""الغربية"", ""AREA"": ""بنها"", ""STREET"": ""المعز"", ""LANDMARK"": ""الكافيه"", ""FLOOR"": ""التاسع"", ""APARTMENT"": ""22""}","[[""شارع"", ""O""], [""المعز"", ""B-STREET""], [""بجوار"", ""O""], [""الكافيه"", ""B-LANDMARK""], [""الدور"", ""O""], [""التاسع"", ""B-FLOOR""], [""شقة"", ""O""], [""22"", ""B-APARTMENT""], [""بنها"", ""B-AREA""], [""الغربية"", ""B-CITY""]]"
43 شارع الامل اعلى البنك الدور السادس شقة 39 السادس من اكتوبر المنوفية,"{""CITY"": ""المنوفية"", ""AREA"": ""السادس من اكتوبر"", ""NUM_STREET"": ""43"", ""STREET"": ""الامل"", ""LANDMARK"": ""البنك"", ""FLOOR"": ""السادس"", ""APARTMENT"": ""39""}","[[""43"", ""B-NUM_STREET""], [""شارع"", ""O""], [""الامل"", ""B-STREET""], [""اعلى"", ""O""], [""البنك"", ""B-LANDMARK""], [""الدور"", ""O""], [""السادس"", ""B-FLOOR""], [""شقة"", ""O""], [""39"", ""B-APARTMENT""], [""السادس"", ""B-AREA""], [""من"", ""I-AREA""], [""اكتوبر"", ""I-AREA""], [""المنوفية"", ""B-CITY""]]"
